prédikunarstólinn,    ˈpʰrɛːtɪkʏnarstouːlɪn
þakklætis,             ˈθahklaitɪs
þakklætisskyni,        ˈθahklaitɪscɪːnɪ
þakklætisvott,         ˈθahklaitɪsvɔht
þakklæðningar,         ˈθaːklaiðniŋkar
þaknetið,              ˈθaːknɛtɪð
þaks,                 ˈθaːks
þakskegg,             ˈθaːkscɛk
þakskegginu,           ˈθaːkscɛcɪnʏ
þakta,                ˈθaxta
þaktar,                ˈθaxtar
þambar,                ˈθampar
þambaði,               ˈθampaðɪ
þambárvöllum,          ˈθampaurvœtlʏm
þandar,                ˈθantar
þandist,               ˈθantɪst
þangað,                ˈθauŋkað
þangbrands,            ˈθauŋkprants
þangi,                ˈθauɲcɪ
þangið,                ˈθauɲcɪð
þangrúllum,            ˈθauŋkrulʏm
þaninn,                ˈθaːnɪn
þann,                 ˈθan
þannig,                ˈθanɪɣ
þar,                  ˈθaːr
þaraf,                ˈθaːrav
þarf,                 ˈθarv
þarfa,                ˈθarva
þarfagangsopi,         ˈθarvakauŋsɔːpɪ
þarfagreinir,          ˈθarvakreiːnɪr
þarfara,               ˈθarvara
þarfatöflur,           ˈθarfatʰœplʏr
þarfir,                ˈθarvɪr
þarfnast,              ˈθartnast
þarfnaðist,            ˈθartnaðɪst
þarfnist,              ˈθartnɪst
þarft,                ˈθar̥t
þarftu,                ˈθar̥tʏ
þarlend,               ˈθarlɛnt
þarlendra,             ˈθarlɛntra
þarlendum,             ˈθarlɛntʏm
þarmabólgu,            ˈθarmapoulkʏ
þarmatoturnar,         ˈθarmatʰɔːtʏrtnar
þarmatítur,            ˈθarmatʰiːtʏr
þarmeð,               ˈθarmɛð
þarna,                ˈθartna
þartil,               ˈθar̥tʰɪl
þarvið,                ˈθarvɪð
þau,                  ˈθœiː
þaula,                ˈθœiːla
þaulvanir,             ˈθœilvaːnɪr
þaulvanur,            ˈθœilvanʏr
þaut,                 ˈθœiːt
það,                  ˈθaːð
þaðan,                ˈθaːðan
þebu,                 ˈθɛːpʏ
þef,                  ˈθɛːv
þefað,                ˈθɛːvað
þefgott,               ˈθɛvkɔht
þefinn,                ˈθɛːvɪn
þefjandi,              ˈθɛvjantɪ
þegar,                ˈθɛːɣar
þegi,                 ˈθeijɪ
þegin,                ˈθeijɪn
þegir,                ˈθeijɪr
þegið,                ˈθeijɪð
þegiðu,                ˈθeijɪðʏ
þegja,                ˈθeija
þegjandaleg,           ˈθeijantalɛɣ
þegjandi,              ˈθeiːjantɪ
þegjum,                ˈθeijʏm
þegna,                ˈθɛkna
þegnanna,              ˈθɛknana
þegnar,                ˈθɛknar
þegnréttar,            ˈθɛknrjɛhtar
þegnum,                ˈθɛknʏm
þeim,                 ˈθeiːm
þeir,                 ˈθeiːr
þeirra,                ˈθeira
þeirrar,               ˈθeirar
þeirri,                ˈθeirɪ
þekja,                ˈθɛːca
þekjufrumum,           ˈθɛːcʏfrʏːmʏm
þekjunni,              ˈθɛːcʏnɪ
þekki,                ˈθɛhcɪ
þekking,               ˈθɛhciŋk
þekkingar,             ˈθɛhciŋkar
þekkingarstjórnun,    ˈθɛhciŋkarstjourtnʏn
þekkingaruppbyggingar, ˈθɛhciŋkarʏhpɪciŋkar
þekkingin,             ˈθɛhciɲcɪn
þekkingu,              ˈθɛhciŋkʏ
þekkinguna,            ˈθɛhciŋkʏna
þekkir,                ˈθɛhcɪr
þekkirðu,              ˈθɛhcɪrðʏ
þekkist,               ˈθɛhcɪst
þekkja,                ˈθɛhca
þekkjast,              ˈθɛhcast
þekkjum,               ˈθɛhcʏm
þekkjumst,             ˈθɛhcʏmst
þekkst,                ˈθɛxst
þekkt,                ˈθɛxt
þekkta,                ˈθɛxta
þekktan,               ˈθɛxtan
þekktar,               ˈθɛxtar
þekktari,              ˈθɛxtarɪ
þekktast,              ˈθɛxtast
þekktasta,             ˈθɛxtasta
þekktasti,             ˈθɛxtastɪ
þekktastur,            ˈθɛxtastʏr
þekkti,                ˈθɛxtɪ
þekktir,               ˈθɛxtɪr
þekktirðu,             ˈθɛxtɪrʏ
þekktist,              ˈθɛxtɪst
þekktra,               ˈθɛxtra
þekktu,                ˈθɛxtʏ
þekktum,               ˈθɛxtʏm
þekktumst,             ˈθɛxtʏmst
þekktur,               ˈθɛxtʏr
þekktust,              ˈθɛxtʏst
þekktustu,             ˈθɛxtʏstʏ
þekktuð,               ˈθɛxtʏð
þekur,                ˈθɛːkʏr
þelamörk,             ˈθɛːlamœr̥k
þeldökki,              ˈθɛltœhcɪ
þema,                 ˈθɛːma
þemadegi,              ˈθɛːmateijɪ
þemahópunum,           ˈθɛːmahouːpɔnʏm
þemastarfi,            ˈθɛːmastarvɪ
þemað,                ˈθɛːmað
þemu,                 ˈθɛːmʏ
þengill,               ˈθeiɲcɪtl̥
þenja,                ˈθɛnja
þenjast,               ˈθɛnjast
þenkirðu,              ˈθeiɲ̊cɪrðʏ
þenkjandi,             ˈθeiɲ̊cantɪ
þennan,                ˈθɛnan
þensla,                ˈθɛnstla
þenslan,               ˈθɛnstlan
þenslu,                ˈθɛnstlʏ
þerapía,               ˈθɛːrapija
þerna,                ˈθɛrtna
þerra,                ˈθɛra
þerraði,               ˈθɛraðɪ
þerri,                ˈθɛrɪ
þess,                 ˈθɛs
þessa,                ˈθɛsa
þessar,                ˈθɛsar
þessara,               ˈθɛsara
þessarar,              ˈθɛsarar
þessari,               ˈθɛsarɪ
þessháttar,            ˈθɛshauhtar
þessi,                ˈθɛsɪ
þessir,                ˈθɛsɪr
þessu,                ˈθɛsʏ
þessum,                ˈθɛsʏm
þetta,                ˈθɛhta
þeysa,                ˈθeiːsa
þeysireið,            ˈθeiːsɪreiːð
þeysti,                ˈθeistɪ
þeyta,                ˈθeiːta
þeytast,               ˈθeiːtast
þeytibakur,            ˈθeiːtɪpakʏr
þeytingi,              ˈθeiːtiɲcɪ
þeytir,                ˈθeiːtɪr
þeytist,               ˈθeiːtɪst
þeytt,                ˈθeiht
þeytti,                ˈθeihtɪ
þeyttist,              ˈθeihtɪst
þeyttu,                ˈθeihtʏ
þeyttum,               ˈθeihtʏm
þeyttust,              ˈθeihtʏst
þig,                  ˈθɪːɣ
þigg,                 ˈθɪk
þiggja,                ˈθɪca
þiggur,                ˈθɪkʏr
þil,                  ˈθɪːl
þilfari,               ˈθɪlfarɪ
þilfarið,              ˈθɪlfarɪð
þilið,                ˈθɪːlɪð
þilja,                ˈθɪlja
þiljum,                ˈθɪljʏm
þindina,               ˈθɪntɪna
þing,                 ˈθiŋk
þingborg,              ˈθiŋkpɔrk
þingey,                ˈθiŋkei
þingeyinga,            ˈθiŋkeijiŋka
þingeyjarsýslu,        ˈθiŋkeijarsistlʏ
þingeyjarsýslum,       ˈθiŋkeijarsistlʏm
þingeyrarhreppi,       ˈθiŋkeirar̥ɛhpɪ
þingeyri,              ˈθiŋkeirɪ
þingeyskt,             ˈθiŋkeist
þingfest,              ˈθiŋkfɛst
þingflokka,            ˈθiŋkflɔhka
þingflokks,            ˈθiŋkflɔhks
þingflokksformanns,    ˈθiŋkflɔhksfɔrmans
þingflokksformaður,    ˈθiŋkflɔhksfɔrmaðʏr
þingflokksins,         ˈθiŋkflɔhksɪns
þingfulltrúa,          ˈθiŋkfʏtl̥tʰrua
þingfulltrúar,         ˈθiŋkfʏtl̥tʰruar
þingfundar,            ˈθiŋkfʏntar
þingholti,             ˈθiŋkhɔl̥tɪ
þingholtsstræti,       ˈθiŋkhɔl̥tstraiːtɪ
þingholtunum,          ˈθiŋkhɔl̥tɔnʏm
þinghúsinu,            ˈθiŋkhusɪnʏ
þinghúsið,             ˈθiŋkhusɪð
þingi,                ˈθiɲcɪ
þinginu,               ˈθiɲcɪnʏ
þingið,                ˈθiɲcɪð
þingkosninga,          ˈθiŋkʰɔstniŋka
þingkosningar,         ˈθiŋkʰɔstniŋkar
þingkosningum,         ˈθiŋkʰɔstniŋkʏm
þingkosningunum,       ˈθiŋkʰɔstniŋkɔnʏm
þinglok,              ˈθiŋklɔk
þinglýsa,             ˈθiŋklisa
þinglýsingar,          ˈθiŋklisiŋkar
þinglýsingu,           ˈθiŋklisiŋkʏ
þinglýst,              ˈθiŋklist
þinglýstar,            ˈθiŋklistar
þinglýsts,             ˈθiŋklists
þinglýstu,             ˈθiŋklistʏ
þingmann,              ˈθiŋkman
þingmanna,             ˈθiŋkmana
þingmannanefndar,      ˈθiŋkmananɛmtar
þingmannanna,          ˈθiŋkmanana
þingmanni,             ˈθiŋkmanɪ
þingmanninum,          ˈθiŋkmanɪnʏm
þingmanns,             ˈθiŋkmans
þingmannsins,          ˈθiŋkmansɪns
þingmaður,            ˈθiŋkmaðʏr
þingmaðurinn,          ˈθiŋkmaðʏrɪn
þingmenn,              ˈθiŋkmɛn
þingmennirnir,         ˈθiŋkmɛnɪrtnɪr
þingmennsku,           ˈθiŋkmɛnskʏ
þingmönnum,            ˈθiŋkmœnʏm
þingnefnd,            ˈθiŋknɛmt
þingnesi,              ˈθiŋknɛsɪ
þingpöllum,            ˈθiŋkpʰœtlʏm
þings,                ˈθiŋks
þingsal,               ˈθiŋksal
þingsalur,            ˈθiŋksalʏr
þingsins,              ˈθiŋksɪns
þingsköpum,            ˈθiŋkskœpʏm
þingsvitni,            ˈθiŋsvɪhtnɪ
þingsályktun,         ˈθiŋksaulɪxtʏn
þingsályktunar,        ˈθiŋksaulɪxtʏnar
þingsályktunartillögu, ˈθiŋksaulɪxtʏnartʰɪlœɣʏ
þingsæti,             ˈθiŋksaitɪ
þingum,                ˈθiŋkʏm
þingvalla,             ˈθiŋkvatla
þingvallafundir,       ˈθiŋkvatlafʏntɪr
þingvallakirkju,       ˈθiŋkvatlacʰɪr̥cʏ
þingvallastræti,       ˈθiŋkvatlastraiːtɪ
þingvallasveit,        ˈθiŋkvatlasveiːt
þingvallavatn,         ˈθiŋkvatlavahtn̥
þingvallavatni,        ˈθiŋkvatlavahtnɪ
þingvallavatns,        ˈθiŋkvatlavas
þingvelli,             ˈθiŋkvɛtlɪ
þingvellir,            ˈθiŋkvɛtlɪr
þingvöll,              ˈθiŋkvœtl̥
þingvöllum,            ˈθiŋkvœtlʏm
þinn,                 ˈθɪn
þinna,                ˈθɪna
þinnar,                ˈθɪnar
þinni,                ˈθɪnɪ
þistilfirði,           ˈθɪstɪlfɪrðɪ
þistilfiðrildi,       ˈθɪstɪlvɪðrɪltɪ
þitt,                 ˈθɪht
þið,                  ˈθɪːð
þjakaðir,              ˈθjaːkaðɪr
þjakaður,              ˈθjaːkaðʏr
þjappa,                ˈθjahpa
þjarma,                ˈθjarma
þjarmað,               ˈθjarmað
þjáist,                ˈθjauːɪst
þjálfa,                ˈθjaulva
þjálfar,               ˈθjaulvar
þjálfara,              ˈθjaulvara
þjálfarann,            ˈθjaulvaran
þjálfarans,            ˈθjaulvarans
þjálfarar,             ˈθjaulvarar
þjálfari,              ˈθjaulvarɪ
þjálfarinn,            ˈθjaulvarɪn
þjálfað,               ˈθjaulvað
þjálfaði,              ˈθjaulvaðɪ
þjálfaðir,             ˈθjaulvaðɪr
þjálfaður,             ˈθjaulvaðʏr
þjálfun,               ˈθjaulvʏn
þjálfunar,             ˈθjaulvʏnar
þjálfurum,             ˈθjaulvʏrʏm
þjálfuð,               ˈθjaulvʏð
þjáningar,             ˈθjauːniŋkar
þjáningin,             ˈθjauːniɲcɪn
þjáningu,              ˈθjauːniŋkʏ
þjáningum,             ˈθjauːniŋkʏm
þjást,                ˈθjaust
þjáðist,               ˈθjauːðɪst
þjáðst,                ˈθjauðst
þjáðust,               ˈθjauːðʏst
þjófa,                ˈθjouːva
þjófarnir,             ˈθjouːvartnɪr
þjófnað,               ˈθjoupnað
þjófnaði,              ˈθjoupnaðɪ
þjófnaður,             ˈθjoupnaðʏr
þjófum,                ˈθjouːvʏm
þjófur,                ˈθjouːvʏr
þjófurinn,             ˈθjouːvʏrɪn
þjón,                 ˈθjouːn
þjóna,                ˈθjouːna
þjónana,               ˈθjouːnana
þjónanna,              ˈθjouːnana
þjónar,                ˈθjouːnar
þjónað,                ˈθjouːnað
þjónaði,               ˈθjouːnaðɪ
þjóni,                ˈθjouːnɪ
þjóninum,              ˈθjouːnɪnʏm
þjónn,                ˈθjoutn̥
þjónninn,              ˈθjoutnɪn
þjónsins,              ˈθjounsɪns
þjónusta,              ˈθjouːnʏsta
þjónustan,             ˈθjouːnʏstan
þjónustu,              ˈθjouːnʏstʏ
þjónustuaðila,         ˈθjouːnʏstʏaːðɪla
þjónustufulltrúa,      ˈθjouːnʏstʏfʏtl̥tʰrua
þjónustufyrirtæki,     ˈθjouːnʏstʏfɪːrɪrtʰaicɪ
þjónustufólk,         ˈθjouːnʏstʏfoul̥k
þjónustufólkið,        ˈθjouːnʏstʏfoul̥cɪð
þjónustugjöld,         ˈθjouːnʏstʏcœlt
þjónustumiðstöð,       ˈθjouːnʏstʏmɪðstœð
þjónustuna,            ˈθjouːnʏstʏna
þjónustunnar,          ˈθjouːnʏstʏnar
þjónustunni,           ˈθjouːnʏstʏnɪ
þjónustusamning,       ˈθjouːnʏstʏsamniŋk
þjónustusetri,         ˈθjouːnʏstʏsɛːtrɪ
þjónustusetrinu,       ˈθjouːnʏstʏsɛːtrɪnʏ
þjónustusetur,         ˈθjouːnʏstʏsɛːtʏr
þjónustuskrifstofa,    ˈθjouːnʏstʏskrɪfstɔva
þjónustustig,          ˈθjouːnʏstʏstɪːɣ
þjónustustúlka,       ˈθjouːnʏstʏstul̥ka
þjónustustúlkan,       ˈθjouːnʏstʏstul̥kan
þjónustustúlkum,       ˈθjouːnʏstʏstul̥kʏm
þjónustustúlkuna,      ˈθjouːnʏstʏstul̥kʏna
þjónustustúlkunnar,    ˈθjouːnʏstʏstul̥kʏnar
þjónustustúlkur,       ˈθjouːnʏstʏstul̥kʏr
þjónustusvæði,         ˈθjouːnʏstʏsvaiːðɪ
þjónustusími,          ˈθjouːnʏstʏsiːmɪ
þjónuðu,               ˈθjouːnʏðʏ
þjórfé,               ˈθjour̥fjɛ
þjórsá,                ˈθjour̥sau
þjórsár,               ˈθjour̥saur
þjórsárdal,            ˈθjour̥saurtaːl
þjórsárver,            ˈθjour̥saurvɛːr
þjórsárvera,           ˈθjour̥saurvɛːra
þjórsárverum,          ˈθjour̥saurvɛːrʏm
þjóta,                ˈθjouːta
þjótandi,              ˈθjouːtantɪ
þjóð,                 ˈθjouːð
þjóða,                ˈθjouːða
þjóðanna,              ˈθjouːðana
þjóðar,                ˈθjouːðar
þjóðaratkvæðagreiðslu, ˈθjouːðaraːtkvaiðakreiðstlʏ
þjóðaratkvæði,        ˈθjouːðaraːtkvaiðɪ
þjóðarbrota,           ˈθjouːðarprɔːta
þjóðarbókhlaða,       ˈθjouːðarpoukl̥aða
þjóðarbókhlöðu,        ˈθjouːðarpoukl̥œðʏ
þjóðarbókhlöðunni,     ˈθjouːðarpoukl̥œðʏnɪ
þjóðarbúinu,           ˈθjouːðarpuːɪnʏ
þjóðarbúið,            ˈθjouːðarpuːɪð
þjóðarbúsins,          ˈθjouːðarpuːsɪns
þjóðarbúskapnum,       ˈθjouːðarpuːskahpnʏm
þjóðareign,           ˈθjouːðareikn̥
þjóðarflokksins,       ˈθjouːðarflɔhksɪns
þjóðarframleiðslu,     ˈθjouːðarframleiðstlʏ
þjóðarhag,             ˈθjouːðarhaːɣ
þjóðarinnar,           ˈθjouːðarɪnar
þjóðarmorð,           ˈθjouːðarmɔrð
þjóðarráðsins,         ˈθjouːðarauðsɪns
þjóðarsál,            ˈθjouːðarsauːl
þjóðarsátt,           ˈθjouːðarsauht
þjóðarþel,             ˈθjouːðarθɛːl
þjóðarþeli,            ˈθjouðarθɛːlɪ
þjóðbraut,            ˈθjouðprœit
þjóðbúningi,           ˈθjouðpuniɲcɪ
þjóðbúningum,          ˈθjouðpuniŋkʏm
þjóðdeild,            ˈθjouðteilt
þjóðerni,              ˈθjouːðɛrtnɪ
þjóðernis,             ˈθjouːðɛrtnɪs
þjóðernishyggju,       ˈθjouːðɛrtnɪshɪcʏ
þjóðernissinna,        ˈθjouːðɛrtnɪsɪna
þjóðernum,             ˈθjouːðɛrtnʏm
þjóðfræði,            ˈθjouðfraiðɪ
þjóðfélag,            ˈθjouðfjɛlaɣ
þjóðfélagi,            ˈθjouðfjɛlaijɪ
þjóðfélaginu,          ˈθjouðfjɛlaijɪnʏ
þjóðfélagið,           ˈθjouðfjɛlaijɪð
þjóðfélags,            ˈθjouðfjɛlaxs
þjóðfélagshópa,        ˈθjouðfjɛlaxshouːpa
þjóðfélagsins,         ˈθjouðfjɛlaxsɪns
þjóðfélagsstiganum,    ˈθjouðfjɛlaxstɪːɣanʏm
þjóðfélagsstöðu,       ˈθjouðfjɛlaxstœːðʏ
þjóðfélögum,           ˈθjouðfjɛlœɣʏm
þjóðgarð,              ˈθjouðkarð
þjóðgarða,             ˈθjouðkarða
þjóðgarði,             ˈθjouðkarðɪ
þjóðgarðinn,           ˈθjouðkarðɪn
þjóðgarðinum,          ˈθjouðkarðɪnʏm
þjóðgarðs,             ˈθjouðkarðs
þjóðgarðsins,          ˈθjouðkarðsɪns
þjóðgarður,           ˈθjouðkarðʏr
þjóðgarðurinn,         ˈθjouðkarðʏrɪn
þjóðhagslega,          ˈθjouːðhaxstlɛɣa
þjóðhagsstofnun,      ˈθjouːðhaxstɔpnʏn
þjóðhagsstofnunar,     ˈθjouːðhaxstɔpnʏnar
þjóðhátíð,            ˈθjouːðhautʰið
þjóðhátíðardaginn,     ˈθjouːðhautʰiðartaijɪn
þjóðhöfðingja,         ˈθjouːðhœvðiɲca
þjóðin,                ˈθjouːðɪn
þjóðina,               ˈθjouːðɪna
þjóðinni,              ˈθjouːðɪnɪ
þjóðir,                ˈθjouːðɪr
þjóðirnar,             ˈθjouːðɪrtnar
þjóðkirkjan,           ˈθjouðcʰɪr̥can
þjóðkirkjunnar,        ˈθjouðcʰɪr̥cʏtnar
þjóðkirkjunni,         ˈθjouðcʰɪr̥cʏnɪ
þjóðkunnur,           ˈθjouðkʰʏnʏr
þjóðlag,              ˈθjouðlaɣ
þjóðlaga,              ˈθjouðlaɣa
þjóðlagatónlist,       ˈθjouðlaɣatʰounlɪst
þjóðleg,               ˈθjouðlɛɣ
þjóðlega,              ˈθjouðlɛɣa
þjóðlegan,             ˈθjouðlɛɣan
þjóðlegt,              ˈθjouðlɛxt
þjóðlegu,              ˈθjouðlɛɣʏ
þjóðlegum,             ˈθjouðlɛɣʏm
þjóðleikhús,          ˈθjouðleikhuːs
þjóðleikhúsinu,        ˈθjouðleikhuːsɪnʏ
þjóðleikhúsið,         ˈθjouðleikhuːsɪð
þjóðleikhúskjallarans, ˈθjouðleikhuːscʰatlarans
þjóðleikhúskjallaranum,   ˈθjouðleikhuːscʰatlaranʏm
þjóðleikhússins,       ˈθjouðleikhusɪns
þjóðleikhússtjóri,    ˈθjouðleikhustjouːrɪ
þjóðlendum,            ˈθjouðlɛntʏm
þjóðlendur,            ˈθjouðlɛntʏr
þjóðlíf,              ˈθjouðliv
þjóðlífi,              ˈθjouðlivɪ
þjóðlífinu,            ˈθjouðlivɪnʏ
þjóðlífið,             ˈθjouðlivɪð
þjóðlífsins,           ˈθjouðlifsɪns
þjóðlög,               ˈθjouðlœɣ
þjóðlögum,             ˈθjouðlœɣʏm
þjóðlöndum,            ˈθjouðlœntʏm
þjóðmenningarhúsinu,   ˈθjouðmɛniŋkarhuːsɪnʏ
þjóðmenningarhúsið,    ˈθjouðmɛniŋkarhuːsɪð
þjóðmenningarhússins,  ˈθjouðmɛniŋkarhusɪns
þjóðminjasafn,         ˈθjouðmɪnjasapn̥
þjóðminjasafni,        ˈθjouðmɪnjasapnɪ
þjóðminjasafninu,      ˈθjouðmɪnjasapnɪnʏ
þjóðminjasafnið,       ˈθjouðmɪnjasapnɪð
þjóðminjasafns,        ˈθjouðmɪnjasaps
þjóðminjasafnsins,     ˈθjouðmɪnjasapsɪns
þjóðminjavarðar,       ˈθjouðmɪnjavarðar
þjóðminjavörður,       ˈθjouðmɪnjavœrðʏr
þjóðmál,              ˈθjouðmaul
þjóðmálin,             ˈθjouðmaulɪn
þjóðmálum,             ˈθjouðmaulʏm
